league,season,team,player,nation,pos,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk
INT-World Cup,2018,Morocco,Ayoub El Kaabi,Morocco,FW,24,1993,2,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Aziz Bouhaddouz,Morocco,FW,31,1987,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Fayçal Fajr,Morocco,MF,29,1988,2,0,33,0.4,0,1,1,0,0,0,0,0,0.0,2.73,2.73,0.0,2.73
INT-World Cup,2018,Morocco,Hakim Ziyech,Morocco,MF,25,1993,3,3,264,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Karim El Ahmadi,Morocco,MF,33,1985,3,3,265,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Khalid Boutaïb,Morocco,FW,31,1987,2,2,139,1.5,1,0,1,1,0,0,0,0,0.65,0.0,0.65,0.65,0.65
INT-World Cup,2018,Morocco,M'barek Boussoufa,Morocco,MF,33,1984,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Manuel da Costa,Morocco,DF,32,1986,3,2,189,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Medhi Benatia,Morocco,DF,31,1987,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Mehdi Carcela,Morocco,"FW,MF",28,1989,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Munir,Morocco,GK,29,1989,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Nabil Dirar,Morocco,DF,32,1986,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Nordin Amrabat,Morocco,"MF,FW",31,1987,3,3,255,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Romain Saïss,Morocco,DF,28,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Sofyan Amrabat,Morocco,"DF,MF",21,1996,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Younès Belhanda,Morocco,"MF,FW",28,1990,3,3,226,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Youssef En-Nesyri,Morocco,FW,21,1997,1,0,19,0.2,1,0,1,1,0,0,0,0,4.74,0.0,4.74,4.74,4.74
INT-World Cup,2018,Nigeria,Ahmed Musa,Nigeria,FW,25,1992,3,2,208,2.3,2,0,2,2,0,0,0,0,0.87,0.0,0.87,0.87,0.87
INT-World Cup,2018,Nigeria,Alex Iwobi,Nigeria,MF,22,1996,3,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Brian Idowu,Nigeria,"MF,DF",26,1992,3,3,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Francis Uzoho,Nigeria,GK,19,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,John Obi Mikel,Nigeria,MF,31,1987,3,3,267,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Kelechi Iheanacho,Nigeria,FW,21,1996,3,2,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Kenneth Omeruo,Nigeria,DF,24,1993,2,2,179,2.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5
INT-World Cup,2018,Nigeria,Leon Balogun,Nigeria,DF,29,1988,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Odion Ighalo,Nigeria,FW,28,1989,3,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Oghenekaro Etebo,Nigeria,MF,22,1995,3,3,269,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Shehu Abdullahi,Nigeria,DF,25,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Simeon Nwankwo,Nigeria,FW,26,1992,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Tyronne Ebuehi,Nigeria,DF,22,1995,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Victor Moses,Nigeria,MF,27,1990,3,3,270,3.0,1,1,2,0,1,1,0,0,0.33,0.33,0.67,0.0,0.33
INT-World Cup,2018,Nigeria,Wilfred Ndidi,Nigeria,MF,21,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,William Troost-Ekong,Nigeria,DF,24,1993,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Abdiel Arroyo,Panama,FW,24,1993,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Adolfo Machado,Panama,DF,33,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Aníbal Godoy,Panama,MF,28,1990,3,3,241,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Armando Cooper,Panama,MF,30,1987,2,2,180,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Blas Pérez,Panama,FW,37,1981,2,2,162,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Erick Davis,Panama,DF,27,1991,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Felipe Baloy,Panama,DF,37,1981,1,0,22,0.2,1,0,1,1,0,0,0,0,4.09,0.0,4.09,4.09,4.09
INT-World Cup,2018,Panama,Fidel Escobar,Panama,DF,23,1995,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Gabriel Gómez,Panama,MF,34,1984,3,3,248,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Gabriel Torres,Panama,FW,29,1988,2,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Harold Cummings,Panama,DF,26,1992,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Ismael Díaz,Panama,"FW,MF",21,1997,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Jaime Penedo,Panama,GK,36,1981,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,José Luis Rodríguez,Panama,"MF,FW",19,1998,3,3,242,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Luis Ovalle,Panama,DF,29,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Luis Tejada,Panama,FW,36,1982,2,0,53,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Michael Amir Murillo,Panama,DF,22,1996,2,2,180,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Ricardo Ávila,Panama,MF,21,1997,2,1,109,1.2,0,1,1,0,0,0,1,0,0.0,0.83,0.83,0.0,0.83
INT-World Cup,2018,Panama,Román Torres,Panama,DF,32,1986,3,3,235,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Panama,Yoel Bárcenas,Panama,"MF,FW",24,1993,3,3,220,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,Alberto Rodríguez,Peru,DF,34,1984,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,Anderson Santamaría,Peru,DF,26,1992,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,André Carrillo,Peru,MF,27,1991,3,3,258,2.9,1,0,1,1,0,0,0,0,0.35,0.0,0.35,0.35,0.35
INT-World Cup,2018,Peru,Christian Cueva,Peru,MF,26,1991,3,3,270,3.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,Christian Ramos,Peru,DF,29,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,Edison Flores,Peru,MF,24,1994,3,3,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,Jefferson Farfán,Peru,FW,33,1984,2,1,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,Luis Advíncula,Peru,DF,28,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,Miguel Trauco,Peru,DF,25,1992,3,3,261,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,Paolo Guerrero,Peru,FW,34,1984,3,2,209,2.3,1,1,2,1,0,0,1,0,0.43,0.43,0.86,0.43,0.86
INT-World Cup,2018,Peru,Paolo Hurtado,Peru,MF,27,1990,1,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,Pedro Aquino,Peru,MF,23,1995,3,1,139,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,Pedro Gallese,Peru,GK,28,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,Raúl Ruidíaz,Peru,FW,27,1990,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,Renato Tapia,Peru,MF,22,1995,2,2,148,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,Wilder Cartagena,Peru,MF,23,1994,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Peru,Yoshimar Yotún,Peru,MF,28,1990,3,3,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Arkadiusz Milik,Poland,MF,24,1994,1,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Artur Jędrzejczyk,Poland,MF,30,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Bartosz Bereszyński,Poland,"MF,DF",25,1992,3,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Dawid Kownacki,Poland,FW,21,1997,2,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Grzegorz Krychowiak,Poland,MF,28,1990,3,3,270,3.0,1,0,1,1,0,0,1,0,0.33,0.0,0.33,0.33,0.33
INT-World Cup,2018,Poland,Jacek Góralski,Poland,MF,25,1992,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Jakub Błaszczykowski,Poland,MF,32,1985,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Jan Bednarek,Poland,DF,22,1996,3,2,225,2.5,1,0,1,1,0,0,1,0,0.4,0.0,0.4,0.4,0.4
INT-World Cup,2018,Poland,Kamil Glik,Poland,DF,30,1988,2,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Kamil Grosicki,Poland,"MF,FW",30,1988,3,2,214,2.4,0,1,1,0,0,0,0,0,0.0,0.42,0.42,0.0,0.42
INT-World Cup,2018,Poland,Maciej Rybus,Poland,"MF,DF",28,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Michał Pazdan,Poland,DF,30,1987,2,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Piotr Zieliński,Poland,"FW,MF",24,1994,3,3,258,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Rafał Kurzawa,Poland,MF,25,1993,1,1,79,0.9,0,1,1,0,0,0,0,0,0.0,1.14,1.14,0.0,1.14
INT-World Cup,2018,Poland,Robert Lewandowski,Poland,FW,29,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Sławomir Peszko,Poland,MF,33,1985,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Thiago Cionek,Poland,DF,32,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Wojciech Szczęsny,Poland,GK,28,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Łukasz Fabiański,Poland,GK,33,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Łukasz Piszczek,Poland,DF,33,1985,2,2,172,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Poland,Łukasz Teodorczyk,Poland,FW,27,1991,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Portugal,Adrien Silva,Portugal,MF,29,1989,3,2,156,1.7,0,1,1,0,0,0,1,0,0.0,0.58,0.58,0.0,0.58
INT-World Cup,2018,Portugal,André Silva,Portugal,FW,22,1995,3,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Portugal,Bernardo Silva,Portugal,MF,23,1994,4,3,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Portugal,Bruno Fernandes,Portugal,MF,23,1994,2,1,88,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Portugal,Cristiano Ronaldo,Portugal,FW,33,1985,4,4,360,4.0,4,0,4,3,1,2,2,0,1.0,0.0,1.0,0.75,0.75
INT-World Cup,2018,Portugal,Cédric Soares,Portugal,DF,26,1991,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Portugal,Gelson Martins,Portugal,"FW,MF",23,1995,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Portugal,Gonçalo Guedes,Portugal,"FW,MF",21,1996,4,3,243,2.7,0,1,1,0,0,0,0,0,0.0,0.37,0.37,0.0,0.37
INT-World Cup,2018,Portugal,José Fonte,Portugal,DF,34,1983,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Portugal,João Moutinho,Portugal,MF,31,1986,3,2,185,2.1,0,1,1,0,0,0,0,0,0.0,0.49,0.49,0.0,0.49
INT-World Cup,2018,Portugal,João Mário,Portugal,MF,25,1993,4,3,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Portugal,Manuel Fernandes,Portugal,MF,32,1986,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Portugal,Pepe,Portugal,DF,35,1983,4,4,360,4.0,1,0,1,1,0,0,0,0,0.25,0.0,0.25,0.25,0.25
INT-World Cup,2018,Portugal,Raphaël Guerreiro,Portugal,DF,24,1993,4,4,360,4.0,0,1,1,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25
INT-World Cup,2018,Portugal,Ricardo Pereira,Portugal,DF,24,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Portugal,Ricardo Quaresma,Portugal,MF,34,1983,3,1,116,1.3,1,0,1,1,0,0,1,0,0.78,0.0,0.78,0.78,0.78
INT-World Cup,2018,Portugal,Rui Patrício,Portugal,GK,30,1988,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Portugal,William Carvalho,Portugal,MF,26,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Russia,Alan Dzagoev,Russia,MF,27,1990,2,1,42,0.5,0,1,1,0,0,0,0,0,0.0,2.14,2.14,0.0,2.14
INT-World Cup,2018,Russia,Aleksandr Erokhin,Russia,MF,28,1989,2,0,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Russia,Aleksandr Golovin,Russia,"MF,FW",22,1996,4,4,401,4.5,1,2,3,1,0,0,1,0,0.22,0.45,0.67,0.22,0.67
INT-World Cup,2018,Russia,Aleksandr Samedov,Russia,MF,33,1984,5,5,356,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Russia,Aleksei Miranchuk,Russia,MF,22,1995,1,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Russia,Artem Dzyuba,Russia,FW,29,1988,5,4,331,3.7,3,2,5,2,1,1,0,0,0.82,0.54,1.36,0.54,1.09
INT-World Cup,2018,Russia,Daler Kuzyaev,Russia,MF,25,1993,5,2,305,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Russia,Denis Cheryshev,Russia,MF,27,1990,5,3,303,3.4,4,0,4,4,0,0,0,0,1.19,0.0,1.19,1.19,1.19
INT-World Cup,2018,Russia,Fyodor Kudryashov,Russia,DF,31,1987,4,3,335,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Russia,Fyodor Smolov,Russia,FW,28,1990,5,1,222,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Russia,Igor Akinfeev,Russia,GK,32,1986,5,5,510,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Russia,Igor Smolnikov,Russia,DF,29,1988,1,1,35,0.4,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Russia,Ilya Kutepov,Russia,DF,24,1993,5,5,510,5.7,0,1,1,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18
INT-World Cup,2018,Russia,Mário Fernandes,Russia,DF,27,1990,5,4,473,5.3,1,1,2,1,0,0,0,0,0.19,0.19,0.38,0.19,0.38
INT-World Cup,2018,Russia,Roman Zobnin,Russia,MF,24,1994,5,5,510,5.7,0,1,1,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18
INT-World Cup,2018,Russia,Sergei Ignashevich,Russia,DF,38,1979,5,5,510,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Russia,Vladimir Granat,Russia,DF,31,1987,1,0,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Russia,Yuri Gazinskiy,Russia,MF,28,1989,4,3,267,3.0,1,0,1,1,0,0,2,0,0.34,0.0,0.34,0.34,0.34
INT-World Cup,2018,Russia,Yuri Zhirkov,Russia,DF,34,1983,3,3,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Abdullah Al-Mayouf,Saudi Arabia,GK,31,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Abdullah Otayf,Saudi Arabia,MF,25,1992,3,3,243,2.7,0,1,1,0,0,0,0,0,0.0,0.37,0.37,0.0,0.37
INT-World Cup,2018,Saudi Arabia,Ali Al-Bulaihi,Saudi Arabia,DF,28,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Fahad Al Muwallad,Saudi Arabia,FW,23,1994,3,2,182,2.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Hattan Bahebri,Saudi Arabia,FW,25,1992,3,2,155,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Hussain Al Moqahwi,Saudi Arabia,MF,30,1988,2,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Mohamed Kanno,Saudi Arabia,MF,23,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Mohammed Al Sahlawi,Saudi Arabia,FW,31,1987,2,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Mohammed Al-Breik,Saudi Arabia,DF,25,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Mohammed Al-Owais,Saudi Arabia,GK,26,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Motaz Hawsawi,Saudi Arabia,DF,26,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Muhannad Assiri,Saudi Arabia,"FW,MF",31,1986,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Omar Hawsawi,Saudi Arabia,DF,32,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Osama Hawsawi,Saudi Arabia,DF,34,1984,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Salem Al-Dawsari,Saudi Arabia,FW,26,1991,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33
INT-World Cup,2018,Saudi Arabia,Salman Al-Faraj,Saudi Arabia,MF,28,1989,3,3,270,3.0,1,0,1,0,1,1,0,0,0.33,0.0,0.33,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Taisir Al-Jassim,Saudi Arabia,MF,33,1984,2,2,133,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Yahya Al-Shehri,Saudi Arabia,FW,27,1990,2,1,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Yasser Al Mosailem,Saudi Arabia,GK,34,1984,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Saudi Arabia,Yasser Al-Shahrani,Saudi Arabia,DF,26,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Senegal,Alfred N'Diaye,Senegal,MF,28,1990,2,2,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Senegal,Badou Ndiaye,Senegal,MF,27,1990,1,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Senegal,Cheikh N'Doye,Senegal,MF,32,1986,2,0,39,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Senegal,Cheikhou Kouyaté,Senegal,MF,28,1989,3,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Senegal,Diafra Sakho,Senegal,FW,28,1989,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Senegal,Idrissa Gueye,Senegal,MF,28,1989,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Senegal,Ismaila Sarr,Senegal,"MF,FW",20,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Senegal,Kalidou Koulibaly,Senegal,DF,26,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Senegal,Keita Baldé,Senegal,FW,23,1995,1,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Senegal,Khadim N'Diaye,Senegal,GK,33,1985,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Senegal,Lamine Gassama,Senegal,DF,28,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Senegal,M'Baye Niang,Senegal,FW,23,1994,3,3,244,2.7,1,1,2,1,0,0,2,0,0.37,0.37,0.74,0.37,0.74
INT-World Cup,2018,Senegal,Mame Biram Diouf,Senegal,FW,30,1987,2,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
