league,season,team,player,nation,pos,age,club,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,90s,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_pk,standard_pkatt,playing_time_playing_time_mp,playing_time_playing_time_min,playing_time_mn/mp,playing_time_min%,playing_time_playing_time_90s,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_+/-,team_success_+/-90,team_success_on-off,misc_90s,misc_performance_crdy,misc_performance_crdr,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og
INT-World Cup,2022,Japan,Daniel Schmidt,Japan,GK,30,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Japan,Eiji Kawashima,Japan,GK,39,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Japan,Gaku Shibasaki,Japan,MF,30,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Japan,Hidemasa Morita,Japan,MF,27,1. Sporting CP,1995,3.0,3.0,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,3.0,1.0,33.3,0.95,0.32,0.0,0.0,0.0,0.0,3,285.0,95.0,73.1,3.2,3,95.0,2,0,,1,1.33,3.0,3.0,0.0,0.0,-0.86,3.2,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,0.0,,,0.0
INT-World Cup,2022,Japan,Hiroki Ito,Japan,DF,23,1. Stuttgart,1999,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,45.0,45.0,11.5,0.5,0,,0,1,45.0,3,0.0,0.0,1.0,-1.0,-2.0,-2.52,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Japan,Hiroki Sakai,Japan,DF,32,1. Urawa Reds,1990,2.0,1.0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.76,0.0,0.0,,0.0,0.0,2,119.0,60.0,30.5,1.3,1,73.0,0,1,46.0,2,2.0,0.0,1.0,-1.0,-0.76,-1.42,1.3,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,4.0,,,0.0
INT-World Cup,2022,Japan,Junya Itō,Japan,MF,29,1. Reims,1993,4.0,3.0,324.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28,3.6,0.0,2.0,1.0,50.0,0.56,0.28,0.0,0.0,0.0,0.0,4,324.0,81.0,83.1,3.6,3,100.0,3,1,24.0,0,1.75,5.0,4.0,1.0,0.28,0.28,3.6,0.0,0.0,0.0,0.0,5.0,1.0,14.0,4.0,4.0,,,0.0
INT-World Cup,2022,Japan,Kaoru Mitoma,Japan,"FW,MF",25,1. Brighton,1997,4.0,0.0,165.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.55,1.8,0.0,1.0,1.0,100.0,0.55,0.55,0.0,0.0,0.0,0.0,4,165.0,41.0,42.3,1.8,0,,0,4,41.0,0,1.75,4.0,1.0,3.0,1.64,2.44,1.8,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,,,0.0
INT-World Cup,2022,Japan,Ko Itakura,Japan,DF,25,1. Gladbach,1997,3.0,3.0,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.33,0.33,0.0,0.33,3.0,0.0,3.0,1.0,33.3,1.0,0.33,0.0,0.0,0.0,0.0,3,270.0,90.0,69.2,3.0,3,90.0,3,0,,0,2.0,4.0,3.0,1.0,0.33,0.33,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,5.0,,,0.0
INT-World Cup,2022,Japan,Maya Yoshida,Japan,DF,33,1. Schalke 04,1988,4.0,4.0,390.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23,0.23,0.0,0.23,4.3,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,1.75,5.0,4.0,1.0,0.23,,4.3,1.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,4.0,,,0.0
INT-World Cup,2022,Japan,Miki Yamane,Japan,DF,28,1. Kawasaki F.,1993,1.0,1.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,61.0,61.0,15.6,0.7,1,61.0,0,0,,3,0.0,0.0,0.0,0.0,0.0,-0.27,0.7,1.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,,,0.0
INT-World Cup,2022,Japan,Ritsu Doan,Japan,"MF,FW",23,1. Freiburg,1998,4.0,2.0,217.0,2.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.83,0.83,2.4,2.0,4.0,3.0,75.0,1.66,1.24,0.5,0.67,0.0,0.0,4,217.0,54.0,55.6,2.4,2,76.0,0,2,33.0,0,1.75,5.0,1.0,4.0,1.66,3.22,2.4,0.0,0.0,0.0,3.0,4.0,0.0,9.0,2.0,5.0,,,0.0
INT-World Cup,2022,Japan,Shogo Taniguchi,Japan,DF,30,1. Kawasaki F.,1991,2.0,2.0,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,2.0,0.0,0.0,0.86,0.0,0.0,,0.0,0.0,2,210.0,105.0,53.8,2.3,2,105.0,2,0,,2,2.0,3.0,2.0,1.0,0.43,0.43,2.3,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
INT-World Cup,2022,Japan,Shuto Machino,Japan,FW,22,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Japan,Shūichi Gonda,Japan,GK,33,1. Shimizu S-Pulse,1989,4.0,4.0,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,1.75,5.0,4.0,1.0,0.23,,4.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Japan,Takefusa Kubo,Japan,"MF,FW",21,1. Real Sociedad,2001,2.0,2.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,90.0,45.0,23.1,1.0,2,45.0,0,0,,1,3.0,0.0,2.0,-2.0,-2.0,-2.9,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,,,0.0
INT-World Cup,2022,Japan,Takehiro Tomiyasu,Japan,DF,23,1. Arsenal,1998,3.0,1.0,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,187.0,62.0,47.9,2.1,1,120.0,1,2,34.0,1,2.33,3.0,1.0,2.0,0.96,1.41,2.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Japan,Takuma Asano,Japan,"FW,MF",27,1. Bochum,1994,4.0,0.0,165.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.55,0.0,0.55,0.55,0.55,1.8,1.0,8.0,2.0,25.0,4.36,1.09,0.13,0.5,0.0,0.0,4,165.0,41.0,42.3,1.8,0,,0,4,41.0,0,1.75,2.0,1.0,1.0,0.55,0.55,1.8,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,,,0.0
INT-World Cup,2022,Japan,Takumi Minamino,Japan,"FW,MF",27,1. Monaco,1995,3.0,0.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,2.0,1.0,50.0,3.0,1.5,0.0,0.0,0.0,0.0,3,60.0,20.0,15.4,0.7,0,,0,3,20.0,1,1.33,2.0,0.0,2.0,3.0,3.27,0.7,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,,,0.0
INT-World Cup,2022,Japan,Wataru Endo,Japan,MF,29,1. Stuttgart,1993,4.0,3.0,304.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,6.0,1.0,16.7,1.78,0.3,0.0,0.0,0.0,0.0,4,304.0,76.0,77.9,3.4,3,100.0,3,1,4.0,0,1.75,3.0,3.0,0.0,0.0,-1.05,3.4,1.0,0.0,0.0,7.0,9.0,0.0,2.0,3.0,5.0,,,0.0
INT-World Cup,2022,Japan,Yuki Soma,Japan,MF,25,1. Grampus,1997,1.0,1.0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,3.0,0.0,0.0,3.33,0.0,0.0,,0.0,0.0,1,81.0,81.0,20.8,0.9,1,81.0,0,0,,3,0.0,0.0,1.0,-1.0,-1.11,-1.69,0.9,0.0,0.0,0.0,2.0,3.0,0.0,6.0,0.0,0.0,,,0.0
INT-World Cup,2022,Japan,Yūto Nagatomo,Japan,"MF,DF",35,1. FC Tokyo,1986,4.0,4.0,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,4,209.0,52.0,53.6,2.3,4,52.0,0,0,,0,1.75,1.0,3.0,-2.0,-0.86,-2.35,2.3,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,2.0,,,0.0
INT-World Cup,2022,Korea Republic,Cho Gue-sung,Korea Republic,FW,24,1. Jeonbuk,1998,4.0,3.0,275.0,3.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.65,0.0,0.65,0.65,0.65,3.1,2.0,9.0,5.0,55.6,2.95,1.64,0.22,0.4,0.0,0.0,4,275.0,69.0,76.4,3.1,3,86.0,1,1,17.0,0,1.0,4.0,8.0,-4.0,-1.31,-2.37,3.1,1.0,0.0,0.0,7.0,6.0,4.0,1.0,0.0,0.0,,,0.0
INT-World Cup,2022,Korea Republic,Cho Yu-min,Korea Republic,DF,25,2. Daejeon Hana,1996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,1.0,1.0,0.3,0.0,0,,0,1,1.0,3,3.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Korea Republic,Hong Chul,Korea Republic,"DF,MF",31,1. Daegu FC,1990,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,45.0,45.0,12.5,0.5,0,,0,1,45.0,3,0.0,1.0,0.0,1.0,2.0,3.14,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,0.0
INT-World Cup,2022,Korea Republic,Hwang Hee-chan,Korea Republic,MF,26,1. Wolves,1996,2.0,1.0,115.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.78,0.0,0.78,0.78,0.78,1.3,1.0,6.0,5.0,83.3,4.7,3.91,0.17,0.2,0.0,0.0,2,115.0,58.0,31.9,1.3,1,90.0,1,1,25.0,2,1.5,2.0,4.0,-2.0,-1.57,-1.2,1.3,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,,,0.0
INT-World Cup,2022,Korea Republic,Hwang In-beom,Korea Republic,MF,25,1. Olympiacos,1996,4.0,4.0,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,6.0,1.0,16.7,1.62,0.27,0.0,0.0,0.0,0.0,4,334.0,84.0,92.8,3.7,4,84.0,3,0,,0,1.0,4.0,8.0,-4.0,-1.08,-4.54,3.7,0.0,0.0,0.0,7.0,3.0,0.0,6.0,3.0,3.0,,,0.0
INT-World Cup,2022,Korea Republic,Hwang Ui-jo,Korea Republic,FW,29,1. Olympiacos,1992,4.0,1.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.0,0.0,0.0,0.85,0.0,0.0,,0.0,0.0,4,106.0,27.0,29.4,1.2,1,73.0,0,3,11.0,0,1.0,1.0,0.0,1.0,0.85,2.27,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Korea Republic,Jeong Woo-yeong,Korea Republic,MF,22,1. Freiburg,1999,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1,45.0,45.0,12.5,0.5,1,45.0,0,0,,3,0.0,0.0,2.0,-2.0,-4.0,-3.71,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0
INT-World Cup,2022,Korea Republic,Jo Hyeon-woo,Korea Republic,GK,30,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Korea Republic,Jung Woo-young,Korea Republic,MF,32,1. Al Sadd,1989,4.0,4.0,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,1.0,0.0,0.0,0.3,0.0,0.0,,0.0,0.0,4,303.0,76.0,84.2,3.4,4,76.0,2,0,,0,1.0,4.0,8.0,-4.0,-1.19,-2.77,3.4,2.0,0.0,0.0,11.0,0.0,0.0,1.0,2.0,4.0,,,0.0
INT-World Cup,2022,Korea Republic,Kim Jin-su,Korea Republic,DF,30,1. Jeonbuk,1992,4.0,4.0,315.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,3.5,0.0,4.0,1.0,25.0,1.14,0.29,0.0,0.0,0.0,0.0,4,315.0,79.0,87.5,3.5,4,79.0,3,0,,0,1.0,4.0,8.0,-4.0,-1.14,-3.14,3.5,0.0,0.0,0.0,1.0,6.0,1.0,16.0,4.0,5.0,,,0.0
INT-World Cup,2022,Korea Republic,Kim Min-jae,Korea Republic,DF,25,1. Napoli,1996,3.0,3.0,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,,0.0,0.0,3,269.0,90.0,74.7,3.0,3,90.0,2,0,,1,0.33,3.0,7.0,-4.0,-1.34,-2.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,0.0
INT-World Cup,2022,Korea Republic,Kim Moon-hwan,Korea Republic,DF,26,1. Jeonbuk,1995,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,8.0,-3.0,-0.75,,4.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,4.0,5.0,,,0.0
INT-World Cup,2022,Korea Republic,Kim Seung-gyu,Korea Republic,GK,31,1. Al-Shabab,1990,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,8.0,-3.0,-0.75,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0
INT-World Cup,2022,Korea Republic,Kim Tae-hwan,Korea Republic,"DF,MF",32,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Korea Republic,Kim Young-gwon,Korea Republic,DF,32,1. Ulsan Hyundai,1990,4.0,4.0,350.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.26,0.0,0.26,0.26,0.26,3.9,1.0,2.0,1.0,50.0,0.51,0.26,0.5,1.0,0.0,0.0,4,350.0,88.0,97.2,3.9,4,88.0,3,0,,0,1.0,4.0,8.0,-4.0,-1.03,-10.03,3.9,1.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,,,0.0
INT-World Cup,2022,Korea Republic,Kwon Chang-hoon,Korea Republic,MF,27,1. Sangmu,1994,1.0,1.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,56.0,56.0,15.6,0.6,1,56.0,0,0,,3,0.0,0.0,2.0,-2.0,-3.21,-2.92,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0
INT-World Cup,2022,Korea Republic,Kwon Kyung-won,Korea Republic,DF,30,1. Gamba Osaka,1992,2.0,1.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,,0.0,0.0,2,91.0,46.0,25.3,1.0,1,90.0,1,1,1.0,2,1.5,2.0,1.0,1.0,0.99,2.33,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,,,0.0
INT-World Cup,2022,Korea Republic,Lee Jae-sung,Korea Republic,"MF,FW",29,1. Mainz 05,1992,3.0,3.0,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,1.0,0.0,0.0,0.43,0.0,0.0,,0.0,0.0,3,211.0,70.0,58.6,2.3,3,70.0,0,0,,1,1.33,1.0,5.0,-4.0,-1.71,-2.31,2.3,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,,,0.0
INT-World Cup,2022,Korea Republic,Lee Kang-in,Korea Republic,MF,21,1. Mallorca,2001,4.0,1.0,147.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.61,0.61,0.0,0.61,1.6,0.0,5.0,1.0,20.0,3.06,0.61,0.0,0.0,0.0,0.0,4,147.0,37.0,40.8,1.6,1,80.0,0,3,22.0,0,1.0,4.0,2.0,2.0,1.22,3.34,1.6,1.0,0.0,0.0,2.0,4.0,0.0,12.0,0.0,3.0,,,0.0
INT-World Cup,2022,Korea Republic,Na Sang-ho,Korea Republic,MF,25,1. FC Seoul,1996,2.0,1.0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,1.0,100.0,0.76,0.76,0.0,0.0,0.0,0.0,2,119.0,60.0,33.1,1.3,1,74.0,0,1,45.0,2,0.5,2.0,1.0,1.0,0.76,2.25,1.3,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,,,0.0
INT-World Cup,2022,Korea Republic,Paik Seung-ho,Korea Republic,MF,25,1. Jeonbuk,1997,1.0,0.0,26.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.46,0.0,3.46,3.46,3.46,0.3,1.0,1.0,1.0,100.0,3.46,3.46,1.0,1.0,0.0,0.0,1,26.0,26.0,7.2,0.3,0,,0,1,26.0,3,0.0,1.0,0.0,1.0,3.46,4.54,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0
INT-World Cup,2022,Korea Republic,Son Heung-min,Korea Republic,"MF,FW",29,1. Tottenham,1992,4.0,4.0,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,4.0,0.0,9.0,3.0,33.3,2.25,0.75,0.0,0.0,0.0,0.0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,8.0,-3.0,-0.75,,4.0,0.0,0.0,0.0,1.0,6.0,2.0,21.0,2.0,2.0,,,0.0
INT-World Cup,2022,Korea Republic,Son Jun-ho,Korea Republic,MF,30,1. SD Taishan,1992,3.0,0.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,72.0,24.0,20.0,0.8,0,,0,3,24.0,1,1.33,2.0,0.0,2.0,2.5,4.06,0.8,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,,,0.0
INT-World Cup,2022,Korea Republic,Song Bum-keun,Korea Republic,GK,24,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Korea Republic,Song Minkyu,Korea Republic,"FW,MF",22,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Korea Republic,Yoon Jong-gyu,Korea Republic,"DF,MF",24,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Mexico,Alexis Vega,Mexico,"FW,MF",24,1. Guadalajara,1997,3.0,3.0,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,9.0,2.0,22.2,4.2,0.93,0.0,0.0,0.0,0.0,3,193.0,64.0,71.5,2.1,3,64.0,0,0,,0,1.33,0.0,1.0,-1.0,-0.47,-0.47,2.1,0.0,0.0,0.0,2.0,6.0,4.0,6.0,1.0,0.0,,,0.0
INT-World Cup,2022,Mexico,Alfredo Talavera,Mexico,GK,39,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Mexico,Andrés Guardado,Mexico,MF,35,1. Real Betis,1986,1.0,1.0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,41.0,41.0,15.2,0.5,1,41.0,0,0,,2,0.0,0.0,0.0,0.0,0.0,0.39,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,0.0
INT-World Cup,2022,Mexico,Charly Rodríguez,Mexico,MF,25,1. Cruz Azul,1997,2.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,34.0,17.0,12.6,0.4,0,,0,2,17.0,1,2.0,0.0,1.0,-1.0,-2.65,-2.65,0.4,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,,0.0
INT-World Cup,2022,Mexico,César Montes,Mexico,DF,25,1. Monterrey,1997,3.0,3.0,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,3.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,2.0,3.0,-1.0,-0.33,,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,,,0.0
INT-World Cup,2022,Mexico,Edson Álvarez,Mexico,MF,24,1. Ajax,1997,2.0,2.0,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1.0,1.0,100.0,0.51,0.51,0.0,0.0,0.0,0.0,2,175.0,88.0,64.8,1.9,2,88.0,1,0,,1,2.0,2.0,0.0,2.0,1.03,3.87,1.9,1.0,0.0,0.0,4.0,1.0,1.0,0.0,4.0,1.0,,,0.0
INT-World Cup,2022,Mexico,Erick Gutiérrez,Mexico,MF,26,1. PSV,1995,1.0,0.0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,49.0,49.0,18.1,0.5,0,,0,1,49.0,2,0.0,0.0,2.0,-2.0,-3.67,-4.08,0.5,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,,,0.0
INT-World Cup,2022,Mexico,Gerardo Arteaga,Mexico,"DF,MF",23,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Mexico,Guillermo Ochoa,Mexico,GK,36,1. América,1985,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,2.0,3.0,-1.0,-0.33,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Mexico,Henry Martín,Mexico,FW,29,1. América,1992,2.0,2.0,146.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,0.62,0.62,1.6,1.0,4.0,2.0,50.0,2.47,1.23,0.25,0.5,0.0,0.0,2,146.0,73.0,54.1,1.6,2,73.0,0,0,,1,2.0,2.0,0.0,2.0,1.23,3.41,1.6,0.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,1.0,,,0.0
